t_s,u,v,load_gbps
44100.0,1072,1073,0.12121212121212116
44100.0,1075,1076,0.12121212121212116
44100.0,1076,1077,0.12121212121212116
44100.0,1078,1116,0.12121212121212116
44100.0,1116,1154,0.12121212121212116
44100.0,1154,1192,0.12121212121212116
44100.0,1073,1074,0.10606060606060602
44100.0,1074,1075,0.10606060606060602
44100.0,845,883,0.10606060606060602
45000.0,1065,1066,0.15151515151515144
45000.0,1066,1067,0.1363636363636363
45000.0,1067,1068,0.12121212121212116
45000.0,612,613,0.12121212121212116
45000.0,611,612,0.10606060606060602
45000.0,879,917,0.10606060606060602
45000.0,990,991,0.10606060606060602
45000.0,1068,1069,0.09090909090909088
45000.0,1069,1070,0.09090909090909088
45000.0,1070,1071,0.09090909090909088
45900.0,1097,1098,0.12121212121212116
45900.0,606,607,0.12121212121212116
45900.0,1101,1102,0.12121212121212116
45900.0,1098,1099,0.10606060606060602
45900.0,1099,1100,0.10606060606060602
45900.0,605,606,0.10606060606060602
45900.0,566,567,0.09090909090909088
45900.0,604,605,0.09090909090909088
45900.0,1102,1103,0.09090909090909088
45900.0,1104,1142,0.09090909090909088
46800.0,678,679,0.15151515151515144
46800.0,677,678,0.10606060606060602
46800.0,600,639,0.09090909090909088
46800.0,676,677,0.09090909090909088
46800.0,1091,1092,0.09090909090909088
46800.0,1092,1093,0.09090909090909088
46800.0,1093,1094,0.09090909090909088
46800.0,753,754,0.09090909090909088
46800.0,752,790,0.09090909090909088
46800.0,790,828,0.09090909090909088
47700.0,1203,1204,0.10606060606060602
47700.0,672,673,0.09090909090909088
47700.0,1124,1125,0.09090909090909088
47700.0,1125,1126,0.09090909090909088
47700.0,1128,1129,0.09090909090909088
47700.0,1129,1130,0.09090909090909088
47700.0,938,976,0.09090909090909088
47700.0,746,784,0.09090909090909088
47700.0,784,822,0.09090909090909088
47700.0,822,860,0.09090909090909088
48600.0,1158,1159,0.1363636363636363
48600.0,1122,1123,0.1363636363636363
48600.0,1120,1159,0.12121212121212116
48600.0,1120,1121,0.10606060606060602
48600.0,1121,1122,0.10606060606060602
48600.0,1123,1124,0.10606060606060602
48600.0,1124,1125,0.09090909090909088
48600.0,1125,1163,0.09090909090909088
48600.0,1163,1201,0.09090909090909088
48600.0,1201,1279,0.09090909090909088
49500.0,699,700,0.12121212121212116
49500.0,659,660,0.10606060606060602
49500.0,698,699,0.10606060606060602
49500.0,1152,1153,0.10606060606060602
49500.0,658,659,0.09090909090909088
49500.0,697,698,0.09090909090909088
49500.0,1153,1154,0.09090909090909088
49500.0,1154,1155,0.09090909090909088
49500.0,1197,1235,0.09090909090909088
49500.0,1235,1273,0.09090909090909088
50400.0,1188,1189,0.1363636363636363
50400.0,1184,1185,0.12121212121212116
50400.0,1185,1186,0.12121212121212116
50400.0,1186,1187,0.12121212121212116
50400.0,1189,1190,0.10606060606060602
50400.0,1190,1191,0.10606060606060602
50400.0,1263,1264,0.10606060606060602
50400.0,1187,1188,0.09090909090909088
50400.0,1191,1229,0.09090909090909088
50400.0,1229,1267,0.09090909090909088
51300.0,725,726,0.1363636363636363
51300.0,1178,1179,0.12121212121212116
51300.0,1179,1180,0.12121212121212116
51300.0,1180,1181,0.12121212121212116
51300.0,760,838,0.12121212121212116
51300.0,838,876,0.12121212121212116
51300.0,876,914,0.12121212121212116
51300.0,724,725,0.10606060606060602
51300.0,992,1030,0.10606060606060602
51300.0,800,801,0.10606060606060602
52200.0,1211,1212,0.10606060606060602
52200.0,1212,1213,0.10606060606060602
52200.0,720,759,0.10606060606060602
52200.0,1289,1290,0.10606060606060602
52200.0,758,759,0.09090909090909088
52200.0,1215,1216,0.09090909090909088
52200.0,1180,1218,0.09090909090909088
52200.0,1290,1291,0.09090909090909088
52200.0,1291,1292,0.09090909090909088
52200.0,1098,1099,0.09090909090909088
53100.0,1205,1206,0.12121212121212116
53100.0,1206,1207,0.12121212121212116
53100.0,1209,1210,0.12121212121212116
53100.0,1207,1208,0.10606060606060602
53100.0,1208,1209,0.10606060606060602
53100.0,1210,1211,0.09090909090909088
53100.0,1174,1212,0.09090909090909088
53100.0,980,1018,0.09090909090909088
53100.0,1212,1250,0.07575757575757575
53100.0,1250,1288,0.07575757575757575
54000.0,785,786,0.12121212121212116
54000.0,746,747,0.10606060606060602
54000.0,784,785,0.10606060606060602
54000.0,1200,1239,0.10606060606060602
54000.0,745,746,0.09090909090909088
54000.0,783,784,0.09090909090909088
54000.0,1200,1201,0.09090909090909088
54000.0,1201,1202,0.09090909090909088
54000.0,1206,1244,0.09090909090909088
54000.0,1168,1206,0.09090909090909088
54900.0,1278,1316,0.1818181818181817
54900.0,1316,1354,0.1818181818181817
54900.0,1275,1276,0.15151515151515144
54900.0,1392,1430,0.15151515151515144
54900.0,1430,1468,0.15151515151515144
54900.0,17,1468,0.15151515151515144
54900.0,1200,1278,0.15151515151515144
54900.0,1162,1200,0.15151515151515144
54900.0,1354,1392,0.1363636363636363
54900.0,1271,1272,0.12121212121212116
55800.0,812,813,0.15151515151515144
55800.0,1265,1266,0.1363636363636363
55800.0,1266,1267,0.12121212121212116
55800.0,1267,1268,0.12121212121212116
55800.0,811,812,0.12121212121212116
55800.0,810,811,0.10606060606060602
55800.0,1268,1269,0.09090909090909088
55800.0,1269,1270,0.09090909090909088
55800.0,1270,1271,0.09090909090909088
55800.0,1079,1117,0.09090909090909088
56700.0,806,807,0.12121212121212116
56700.0,1263,1264,0.12121212121212116
56700.0,767,768,0.10606060606060602
56700.0,1259,1260,0.10606060606060602
56700.0,1074,1112,0.10606060606060602
56700.0,1036,1074,0.10606060606060602
56700.0,998,1036,0.10606060606060602
56700.0,920,998,0.10606060606060602
56700.0,765,766,0.09090909090909088
56700.0,766,767,0.09090909090909088
57600.0,1292,1293,0.1363636363636363
57600.0,1295,1296,0.1363636363636363
57600.0,1293,1294,0.12121212121212116
57600.0,1296,1297,0.12121212121212116
57600.0,1294,1295,0.10606060606060602
57600.0,1297,1298,0.09090909090909088
57600.0,1298,1336,0.09090909090909088
57600.0,1336,1374,0.09090909090909088
57600.0,800,801,0.09090909090909088
57600.0,1067,1105,0.09090909090909088
58500.0,872,873,0.15151515151515144
58500.0,833,834,0.10606060606060602
58500.0,871,872,0.10606060606060602
58500.0,832,833,0.09090909090909088
58500.0,870,871,0.09090909090909088
58500.0,1286,1287,0.09090909090909088
58500.0,1287,1288,0.09090909090909088
58500.0,946,984,0.09090909090909088
58500.0,984,1022,0.09090909090909088
58500.0,1022,1060,0.09090909090909088
59400.0,1358,1359,0.10606060606060602
59400.0,1320,1359,0.10606060606060602
59400.0,1322,1323,0.10606060606060602
59400.0,1437,1438,0.10606060606060602
59400.0,1320,1321,0.09090909090909088
59400.0,827,828,0.09090909090909088
59400.0,866,867,0.09090909090909088
59400.0,1438,1439,0.09090909090909088
59400.0,822,823,0.07575757575757575
59400.0,823,824,0.07575757575757575
60300.0,1352,1353,0.1363636363636363
60300.0,1353,1354,0.12121212121212116
60300.0,1356,1357,0.12121212121212116
60300.0,1357,1358,0.12121212121212116
60300.0,1280,1358,0.12121212121212116
60300.0,1242,1280,0.12121212121212116
60300.0,1354,1355,0.10606060606060602
60300.0,1355,1356,0.10606060606060602
60300.0,1126,1164,0.10606060606060602
60300.0,1469,1470,0.09090909090909088
61200.0,1346,1347,0.15151515151515144
61200.0,1347,1348,0.1363636363636363
61200.0,1348,1349,0.12121212121212116
61200.0,893,894,0.12121212121212116
61200.0,892,893,0.10606060606060602
61200.0,1120,1198,0.10606060606060602
61200.0,1271,1272,0.10606060606060602
61200.0,1349,1350,0.09090909090909088
61200.0,1350,1351,0.09090909090909088
61200.0,1351,1352,0.09090909090909088
62100.0,1378,1379,0.12121212121212116
62100.0,887,888,0.12121212121212116
62100.0,1382,1383,0.12121212121212116
62100.0,1379,1380,0.10606060606060602
62100.0,1380,1381,0.10606060606060602
62100.0,886,887,0.10606060606060602
62100.0,847,848,0.09090909090909088
62100.0,885,886,0.09090909090909088
62100.0,1383,1384,0.09090909090909088
62100.0,1385,1423,0.09090909090909088
63000.0,920,959,0.15151515151515144
63000.0,958,959,0.10606060606060602
63000.0,880,881,0.09090909090909088
63000.0,957,958,0.09090909090909088
63000.0,1372,1373,0.09090909090909088
63000.0,1373,1374,0.09090909090909088
63000.0,1374,1375,0.09090909090909088
63000.0,1376,1377,0.09090909090909088
63000.0,1033,1071,0.09090909090909088
63000.0,1071,1109,0.09090909090909088
63900.0,953,954,0.10606060606060602
63900.0,35,36,0.10606060606060602
63900.0,914,915,0.09090909090909088
63900.0,952,953,0.09090909090909088
63900.0,1405,1406,0.09090909090909088
63900.0,1406,1407,0.09090909090909088
63900.0,1409,1410,0.09090909090909088
63900.0,1410,1411,0.09090909090909088
63900.0,1219,1257,0.09090909090909088
63900.0,1027,1065,0.09090909090909088
64800.0,1400,1439,0.1363636363636363
64800.0,1403,1404,0.1363636363636363
64800.0,1400,1401,0.12121212121212116
64800.0,1401,1402,0.10606060606060602
64800.0,1402,1403,0.10606060606060602
64800.0,1404,1405,0.10606060606060602
64800.0,1405,1406,0.09090909090909088
64800.0,1406,1444,0.09090909090909088
64800.0,33,1444,0.09090909090909088
64800.0,33,71,0.09090909090909088
65700.0,1433,1434,0.15151515151515144
65700.0,1434,1435,0.1363636363636363
65700.0,980,981,0.1363636363636363
65700.0,1435,1436,0.12121212121212116
65700.0,979,980,0.12121212121212116
65700.0,1168,1206,0.10606060606060602
65700.0,978,979,0.10606060606060602
65700.0,1207,1245,0.10606060606060602
65700.0,1436,1437,0.09090909090909088
65700.0,1437,1438,0.09090909090909088
66600.0,1469,1470,0.1363636363636363
66600.0,1465,1466,0.12121212121212116
66600.0,1466,1467,0.12121212121212116
66600.0,1467,1468,0.12121212121212116
66600.0,1470,1471,0.10606060606060602
66600.0,1471,1472,0.10606060606060602
66600.0,55,56,0.10606060606060602
66600.0,1468,1469,0.09090909090909088
66600.0,21,1472,0.09090909090909088
66600.0,21,59,0.09090909090909088
67500.0,1006,1007,0.15151515151515144
67500.0,1041,1119,0.1363636363636363
67500.0,1119,1157,0.1363636363636363
67500.0,1157,1195,0.1363636363636363
67500.0,1459,1460,0.12121212121212116
67500.0,1460,1461,0.12121212121212116
67500.0,1461,1462,0.12121212121212116
67500.0,1003,1041,0.12121212121212116
67500.0,1463,1464,0.10606060606060602
67500.0,1005,1006,0.10606060606060602
68400.0,1000,1001,0.12121212121212116
68400.0,1378,1379,0.12121212121212116
68400.0,3,4,0.10606060606060602
68400.0,4,5,0.10606060606060602
68400.0,81,82,0.10606060606060602
68400.0,1379,1380,0.10606060606060602
68400.0,1000,1039,0.09090909090909088
68400.0,7,8,0.09090909090909088
68400.0,82,83,0.09090909090909088
68400.0,83,84,0.09090909090909088
69300.0,37,38,0.12121212121212116
69300.0,38,39,0.12121212121212116
69300.0,1,2,0.12121212121212116
69300.0,0,39,0.10606060606060602
69300.0,0,1,0.10606060606060602
69300.0,2,3,0.09090909090909088
69300.0,4,1455,0.09090909090909088
69300.0,1261,1299,0.09090909090909088
69300.0,4,42,0.07575757575757575
69300.0,42,80,0.07575757575757575
70200.0,31,32,0.12121212121212116
70200.0,32,33,0.10606060606060602
70200.0,33,34,0.09090909090909088
70200.0,34,35,0.09090909090909088
70200.0,35,36,0.09090909090909088
70200.0,1405,1406,0.09090909090909088
70200.0,1255,1293,0.09090909090909088
70200.0,38,1449,0.07575757575757575
70200.0,148,149,0.07575757575757575
70200.0,149,150,0.07575757575757575
71100.0,70,108,0.1818181818181817
71100.0,108,146,0.1818181818181817
71100.0,67,68,0.15151515151515144
71100.0,184,222,0.15151515151515144
71100.0,222,260,0.15151515151515144
71100.0,260,298,0.15151515151515144
71100.0,32,70,0.15151515151515144
71100.0,32,1443,0.15151515151515144
71100.0,146,184,0.1363636363636363
71100.0,63,64,0.12121212121212116
72000.0,1093,1094,0.15151515151515144
72000.0,57,58,0.12121212121212116
72000.0,58,59,0.12121212121212116
72000.0,59,60,0.12121212121212116
72000.0,1092,1093,0.12121212121212116
72000.0,60,61,0.09090909090909088
72000.0,61,62,0.09090909090909088
72000.0,62,63,0.09090909090909088
72000.0,1091,1092,0.09090909090909088
72000.0,1320,1398,0.09090909090909088
72900.0,1087,1088,0.15151515151515144
72900.0,55,56,0.1363636363636363
72900.0,51,52,0.12121212121212116
72900.0,52,53,0.10606060606060602
72900.0,53,54,0.10606060606060602
72900.0,56,57,0.10606060606060602
72900.0,1086,1087,0.10606060606060602
72900.0,1465,1466,0.10606060606060602
72900.0,54,55,0.09090909090909088
72900.0,1084,1085,0.09090909090909088
73800.0,84,85,0.1363636363636363
73800.0,87,88,0.1363636363636363
73800.0,85,86,0.12121212121212116
73800.0,88,89,0.12121212121212116
73800.0,86,87,0.10606060606060602
73800.0,89,90,0.09090909090909088
73800.0,53,91,0.09090909090909088
73800.0,1081,1082,0.09090909090909088
73800.0,1348,1386,0.09090909090909088
73800.0,91,129,0.07575757575757575
74700.0,1153,1154,0.15151515151515144
74700.0,1114,1115,0.10606060606060602
74700.0,1152,1153,0.10606060606060602
74700.0,1113,1114,0.09090909090909088
74700.0,1151,1152,0.09090909090909088
74700.0,118,119,0.09090909090909088
74700.0,1227,1265,0.09090909090909088
74700.0,1265,1303,0.09090909090909088
74700.0,1303,1341,0.09090909090909088
74700.0,1341,1379,0.09090909090909088
75600.0,154,155,0.10606060606060602
75600.0,229,230,0.10606060606060602
75600.0,1108,1109,0.09090909090909088
75600.0,1147,1148,0.09090909090909088
75600.0,150,151,0.09090909090909088
75600.0,151,152,0.09090909090909088
75600.0,230,231,0.09090909090909088
75600.0,1103,1104,0.07575757575757575
75600.0,1104,1105,0.07575757575757575
75600.0,1107,1108,0.07575757575757575
76500.0,144,145,0.1363636363636363
76500.0,145,146,0.12121212121212116
76500.0,148,149,0.12121212121212116
76500.0,149,150,0.12121212121212116
76500.0,112,150,0.12121212121212116
76500.0,74,112,0.12121212121212116
76500.0,146,147,0.10606060606060602
76500.0,147,148,0.10606060606060602
76500.0,1407,1445,0.10606060606060602
76500.0,1253,1291,0.09090909090909088
77400.0,138,139,0.15151515151515144
77400.0,139,140,0.1363636363636363
77400.0,140,141,0.12121212121212116
77400.0,142,143,0.12121212121212116
77400.0,1174,1175,0.12121212121212116
77400.0,63,64,0.12121212121212116
77400.0,182,220,0.10606060606060602
77400.0,220,258,0.10606060606060602
77400.0,258,296,0.10606060606060602
77400.0,296,334,0.10606060606060602
78300.0,934,972,0.15151515151515144
78300.0,972,1010,0.15151515151515144
78300.0,1010,1048,0.15151515151515144
78300.0,1048,1086,0.15151515151515144
78300.0,1086,1124,0.15151515151515144
78300.0,1124,1162,0.15151515151515144
78300.0,1162,1200,0.15151515151515144
78300.0,1200,1278,0.15151515151515144
78300.0,1396,1434,0.15151515151515144
78300.0,1168,1169,0.12121212121212116
79200.0,164,165,0.15151515151515144
79200.0,1200,1201,0.15151515151515144
79200.0,165,166,0.1363636363636363
79200.0,166,167,0.1363636363636363
79200.0,167,168,0.10606060606060602
79200.0,168,169,0.10606060606060602
79200.0,1390,1428,0.10606060606060602
79200.0,1352,1390,0.10606060606060602
79200.0,1314,1352,0.10606060606060602
79200.0,1200,1239,0.10606060606060602
80100.0,1234,1235,0.12121212121212116
80100.0,201,202,0.12121212121212116
80100.0,1195,1196,0.09090909090909088
80100.0,1233,1234,0.09090909090909088
80100.0,237,238,0.09090909090909088
80100.0,238,239,0.09090909090909088
80100.0,202,203,0.09090909090909088
80100.0,316,317,0.09090909090909088
80100.0,317,318,0.09090909090909088
80100.0,1308,1346,0.09090909090909088
81000.0,231,232,0.1363636363636363
81000.0,235,236,0.1363636363636363
81000.0,236,237,0.1363636363636363
81000.0,232,233,0.12121212121212116
81000.0,233,234,0.10606060606060602
81000.0,234,235,0.10606060606060602
81000.0,238,276,0.10606060606060602
81000.0,276,314,0.10606060606060602
81000.0,314,352,0.10606060606060602
81000.0,160,238,0.10606060606060602
81900.0,225,226,0.15151515151515144
81900.0,1410,1448,0.15151515151515144
81900.0,226,227,0.1363636363636363
81900.0,1261,1262,0.1363636363636363
81900.0,227,228,0.12121212121212116
81900.0,1260,1261,0.12121212121212116
81900.0,38,1449,0.10606060606060602
81900.0,1259,1260,0.10606060606060602
81900.0,39,77,0.10606060606060602
81900.0,150,151,0.10606060606060602
82800.0,261,262,0.12121212121212116
82800.0,257,258,0.10606060606060602
82800.0,258,259,0.10606060606060602
82800.0,259,260,0.10606060606060602
82800.0,1255,1256,0.10606060606060602
82800.0,336,337,0.10606060606060602
82800.0,1254,1255,0.09090909090909088
82800.0,262,263,0.09090909090909088
82800.0,263,264,0.09090909090909088
82800.0,264,302,0.09090909090909088
83700.0,1287,1288,0.15151515151515144
83700.0,1322,1360,0.1363636363636363
83700.0,1360,1438,0.1363636363636363
83700.0,1438,1476,0.1363636363636363
83700.0,251,252,0.12121212121212116
83700.0,252,253,0.12121212121212116
83700.0,253,254,0.12121212121212116
83700.0,1286,1287,0.12121212121212116
83700.0,1284,1322,0.12121212121212116
83700.0,255,256,0.10606060606060602
84600.0,1281,1282,0.12121212121212116
84600.0,288,289,0.10606060606060602
84600.0,1395,1396,0.10606060606060602
84600.0,1240,1241,0.09090909090909088
84600.0,1241,1242,0.09090909090909088
84600.0,1242,1243,0.09090909090909088
84600.0,1280,1281,0.09090909090909088
84600.0,284,285,0.09090909090909088
84600.0,285,286,0.09090909090909088
84600.0,170,171,0.09090909090909088
85500.0,318,319,0.12121212121212116
85500.0,280,319,0.12121212121212116
85500.0,282,283,0.12121212121212116
85500.0,280,281,0.10606060606060602
85500.0,281,282,0.10606060606060602
85500.0,283,284,0.09090909090909088
85500.0,247,285,0.09090909090909088
85500.0,53,91,0.09090909090909088
85500.0,285,323,0.07575757575757575
85500.0,323,361,0.07575757575757575
86164.09,1349,1350,0.15151515151515144
86164.09,1384,1422,0.1363636363636363
86164.09,1422,1460,0.1363636363636363
86164.09,9,1460,0.1363636363636363
86164.09,313,314,0.12121212121212116
86164.09,314,315,0.12121212121212116
86164.09,315,316,0.12121212121212116
86164.09,1346,1384,0.12121212121212116
86164.09,317,318,0.10606060606060602
86164.09,1348,1349,0.10606060606060602
