t_s,served_flow_gbps_avg,dropped_flow_gbps_avg,served_ratio,max_access_load_gbps_avg,max_access_load_gbps_peak,max_access_utilization_peak_vs_20gbps,max_relay_load_gbps_avg,max_relay_load_gbps_peak,max_isl_load_gbps_avg,max_isl_load_gbps_peak,active_access_satellites,active_relay_satellites,active_isl_links
0.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,27,107,159
900.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.12121212121212116,0.18181818181818174,27,123,176
1800.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,22,110,149
2700.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,24,100,140
3600.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1363636363636363,0.20454545454545445,0.1363636363636363,0.20454545454545445,27,110,161
4500.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.19696969696969685,0.2954545454545453,0.16666666666666657,0.24999999999999986,26,105,151
5400.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.15151515151515144,0.22727272727272715,0.12121212121212116,0.18181818181818174,26,104,155
6300.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.19696969696969685,0.2954545454545453,0.1363636363636363,0.20454545454545445,28,112,158
7200.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,27,107,149
8100.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.19696969696969685,0.2954545454545453,0.15151515151515144,0.22727272727272715,24,107,148
9000.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.19696969696969685,0.2954545454545453,0.1363636363636363,0.20454545454545445,28,106,154
9900.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,28,103,154
10800.0,0.9999999999999992,0.0,0.9999999999999992,0.12121212121212116,0.18181818181818174,0.009090909090909087,0.16666666666666657,0.24999999999999986,0.12121212121212116,0.18181818181818174,30,104,154
11700.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,26,102,144
12600.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,26,116,160
13500.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,27,116,165
14400.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,26,101,148
15300.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,27,126,166
16200.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1363636363636363,0.20454545454545445,0.1363636363636363,0.20454545454545445,26,109,159
17100.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.12121212121212116,0.18181818181818174,26,120,173
18000.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.15151515151515144,0.22727272727272715,25,107,145
18900.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,26,102,146
19800.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,28,111,160
20700.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,28,109,161
21600.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,28,107,166
22500.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.2575757575757574,0.38636363636363613,0.19696969696969685,0.2954545454545453,24,102,141
23400.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,27,106,149
24300.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.12121212121212116,0.18181818181818174,27,113,161
25200.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.19696969696969685,0.2954545454545453,0.1363636363636363,0.20454545454545445,29,108,157
26100.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.19696969696969685,0.2954545454545453,0.15151515151515144,0.22727272727272715,26,99,144
27000.0,0.9999999999999992,0.0,0.9999999999999992,0.12121212121212116,0.18181818181818174,0.009090909090909087,0.1818181818181817,0.2727272727272726,0.12121212121212116,0.18181818181818174,30,107,155
27900.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,25,100,138
28800.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,24,116,158
29700.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,27,121,171
30600.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,27,102,151
31500.0,0.9999999999999992,0.0,0.9999999999999992,0.12121212121212116,0.18181818181818174,0.009090909090909087,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,28,103,143
32400.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,26,105,153
33300.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.12121212121212116,0.18181818181818174,26,120,173
34200.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,27,111,150
35100.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,25,110,157
36000.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.10606060606060602,0.15909090909090903,28,105,152
36900.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,28,109,161
37800.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,27,102,160
38700.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.2575757575757574,0.38636363636363613,0.19696969696969685,0.2954545454545453,23,110,151
39600.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,26,105,147
40500.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.12121212121212116,0.18181818181818174,27,111,161
41400.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,28,110,161
42300.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,27,103,154
43200.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,30,105,159
44100.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,26,105,150
45000.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,25,115,156
45900.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.12121212121212116,0.18181818181818174,25,118,166
46800.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,26,101,149
47700.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.10606060606060602,0.15909090909090903,28,108,149
48600.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,26,105,153
49500.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.12121212121212116,0.18181818181818174,26,120,175
50400.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,27,115,157
51300.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,24,104,148
52200.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.10606060606060602,0.15909090909090903,29,104,152
53100.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,28,109,161
54000.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.15151515151515144,0.22727272727272715,0.12121212121212116,0.18181818181818174,28,112,170
54900.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.24242424242424226,0.3636363636363634,0.1818181818181817,0.2727272727272726,24,107,149
55800.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,24,109,150
56700.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.12121212121212116,0.18181818181818174,26,110,158
57600.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1363636363636363,0.20454545454545445,0.1363636363636363,0.20454545454545445,30,109,163
58500.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,27,103,154
59400.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.10606060606060602,0.15909090909090903,30,103,159
60300.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1818181818181817,0.2727272727272726,0.1363636363636363,0.20454545454545445,27,108,153
61200.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,27,113,156
62100.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.12121212121212116,0.18181818181818174,25,111,158
63000.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,26,104,153
63900.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.10606060606060602,0.15909090909090903,28,108,152
64800.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.15151515151515144,0.22727272727272715,0.1363636363636363,0.20454545454545445,26,107,155
65700.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,24,116,169
66600.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,26,116,159
67500.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,25,106,151
68400.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.12121212121212116,0.18181818181818174,27,100,143
69300.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,28,109,160
70200.0,0.8333333333333327,0.16666666666666657,0.8333333333333327,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.12121212121212116,0.18181818181818174,0.12121212121212116,0.18181818181818174,26,101,144
71100.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.24242424242424226,0.3636363636363634,0.1818181818181817,0.2727272727272726,24,107,149
72000.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,24,109,152
72900.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.15151515151515144,0.22727272727272715,24,113,159
73800.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1363636363636363,0.20454545454545445,0.1363636363636363,0.20454545454545445,28,109,162
74700.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.19696969696969685,0.2954545454545453,0.15151515151515144,0.22727272727272715,26,103,155
75600.0,0.9999999999999992,0.0,0.9999999999999992,0.12121212121212116,0.18181818181818174,0.009090909090909087,0.12121212121212116,0.18181818181818174,0.10606060606060602,0.15909090909090903,28,105,158
76500.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.1818181818181817,0.2727272727272726,0.1363636363636363,0.20454545454545445,27,109,155
77400.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.16666666666666657,0.24999999999999986,0.15151515151515144,0.22727272727272715,25,105,143
78300.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.212121212121212,0.318181818181818,0.15151515151515144,0.22727272727272715,24,107,149
79200.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,25,108,156
80100.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.15151515151515144,0.22727272727272715,0.12121212121212116,0.18181818181818174,29,102,148
81000.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.16666666666666657,0.24999999999999986,0.1363636363636363,0.20454545454545445,25,107,153
81900.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.15151515151515144,0.22727272727272715,0.15151515151515144,0.22727272727272715,24,116,169
82800.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.15151515151515144,0.22727272727272715,0.12121212121212116,0.18181818181818174,26,116,159
83700.0,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,23,110,155
84600.0,0.9999999999999992,0.0,0.9999999999999992,0.15151515151515144,0.22727272727272715,0.011363636363636357,0.15151515151515144,0.22727272727272715,0.12121212121212116,0.18181818181818174,27,99,137
85500.0,0.9999999999999992,0.0,0.9999999999999992,0.1363636363636363,0.20454545454545445,0.010227272727272722,0.1363636363636363,0.20454545454545445,0.12121212121212116,0.18181818181818174,28,109,160
86164.09,0.9999999999999992,0.0,0.9999999999999992,0.16666666666666657,0.24999999999999986,0.012499999999999994,0.1818181818181817,0.2727272727272726,0.15151515151515144,0.22727272727272715,23,106,150
