sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
271,discover,medium,"[35,44,29,51.0,0.0,4.091]",1540,35,44,29,51.0,4.091,rejected,True,False,0.9994807080074393,0.9729763831677838,0.8101932736405328,0.8081856057511642,0.07488242728486257,73264,13906,182,communication_upper_bound
272,discover,medium,"[38,40,37,51.0,0.0,4.5]",1520,38,40,37,51.0,4.5,rejected,True,False,0.9997726671345694,0.9655766307228383,0.7978370835513693,0.7962398816259031,0.0738625141489816,68796,13908,138,communication_upper_bound
273,discover,medium,"[39,40,38,51.0,0.0,6.75]",1560,39,40,38,51.0,6.75,rejected,True,False,0.9999723246963864,0.9711163418043027,0.8055063913470993,0.8055063913470993,0.07252955756775642,71190,13846,0,communication_upper_bound
274,discover,medium,"[38,40,37,51.0,0.0,6.75]",1520,38,40,37,51.0,6.75,rejected,True,False,0.9998011054239833,0.9656103394647144,0.8019174898314934,0.8008239765572867,0.07386369434432632,68840,13636,94,communication_upper_bound
275,discover,medium,"[38,40,37,51.0,0.0,0.0]",1520,38,40,37,51.0,0.0,rejected,True,False,0.999886246842346,0.965735305729917,0.798512017204801,0.7971683059158036,0.07386497226972663,68818,13866,116,communication_upper_bound
276,discover,medium,"[37,40,31,51.0,0.0,4.5]",1480,37,40,31,51.0,4.5,rejected,True,False,0.9994004120008765,0.9645208661433716,0.8088854844887017,0.8051629768809738,0.08146354427736044,73108,13972,338,communication_upper_bound
277,discover,medium,"[38,40,32,51.0,0.0,2.25]",1520,38,40,32,51.0,2.25,rejected,True,False,0.999781526883018,0.973988194311028,0.8048040455120101,0.8048040455120101,0.08731883705748016,71190,13896,0,communication_upper_bound
278,discover,medium,"[39,40,38,51.0,0.0,2.25]",1560,39,40,38,51.0,2.25,rejected,True,False,1.0,0.9737515412192892,0.8044107318443602,0.8044107318443602,0.07970462118541642,71190,13924,0,communication_upper_bound
279,discover,medium,"[37,40,31,51.0,0.0,0.0]",1480,37,40,31,51.0,0.0,rejected,True,False,0.9996096911091931,0.9633718034221558,0.8053256769689805,0.8037645736760781,0.07890600093787,71052,13832,138,communication_upper_bound
280,discover,medium,"[38,40,32,51.0,0.0,4.5]",1520,38,40,32,51.0,4.5,rejected,True,False,0.9997769218363346,0.9734818496741647,0.8017233875881278,0.8017233875881278,0.08725796127150968,68934,13668,0,communication_upper_bound
281,discover,medium,"[38,40,32,51.0,0.0,6.75]",1520,38,40,32,51.0,6.75,rejected,True,False,0.9997771456754737,0.9731530164330432,0.8013462152203557,0.8013462152203557,0.08721859502008997,68934,13694,0,communication_upper_bound
282,discover,medium,"[38,40,32,51.0,0.0,0.0]",1520,38,40,32,51.0,0.0,rejected,True,False,0.9998088634524622,0.9743865093097437,0.8046916701783958,0.8046916701783958,0.08740117154926283,71190,13904,0,communication_upper_bound
283,discover,medium,"[38,40,0,51.0,0.0,0.0]",1520,38,40,0,51.0,0.0,rejected,True,False,0.9999477167008693,0.9570637478806245,0.8023036527693156,0.8023036527693156,0.07934526011894784,68934,13628,0,communication_upper_bound
284,discover,medium,"[39,40,38,51.0,0.0,0.0]",1560,39,40,38,51.0,0.0,rejected,True,False,1.0,0.9740260100767588,0.8044107318443602,0.8044107318443602,0.06914770398790565,71190,13924,0,communication_upper_bound
285,discover,medium,"[38,40,0,51.0,0.0,6.75]",1520,38,40,0,51.0,6.75,rejected,True,False,0.9998973750327307,0.956862122297072,0.8022166129921374,0.8022166129921374,0.0792206523969851,68934,13634,0,communication_upper_bound
286,discover,medium,"[38,40,0,51.0,0.0,4.5]",1520,38,40,0,51.0,4.5,rejected,True,False,0.9998722041986612,0.9570909646034118,0.8027388516552064,0.8027388516552064,0.07154815266973649,68934,13598,0,communication_upper_bound
287,discover,medium,"[38,40,31,50.25,0.0,6.75]",1520,38,40,31,50.25,6.75,rejected,True,False,0.9994377357847717,0.9760113020513722,0.8205412834337668,0.8205412834337668,0.0949125212787719,75672,13580,0,communication_upper_bound
288,discover,medium,"[38,40,31,50.25,0.0,0.0]",1520,38,40,31,50.25,0.0,rejected,True,False,0.9994470759052796,0.9765281619878636,0.8229134585771481,0.8229134585771481,0.09507948716619662,77928,13800,0,communication_upper_bound
289,discover,medium,"[39,40,38,51.0,0.0,4.5]",1560,39,40,38,51.0,4.5,rejected,True,False,0.9999717697024785,0.9718431205856805,0.8024197058055531,0.8024197058055531,0.07108009903776102,68934,13620,0,communication_upper_bound
290,discover,medium,"[38,40,0,51.0,0.0,2.25]",1520,38,40,0,51.0,2.25,rejected,True,False,0.9999214280343396,0.9574880553165349,0.8009690428525836,0.8009690428525836,0.07868935619191679,68934,13720,0,communication_upper_bound
291,discover,medium,"[37,40,30,50.25,0.0,2.25]",1480,37,40,30,50.25,2.25,rejected,True,False,0.9997266800263149,0.967997603277847,0.7995473931586735,0.7995473931586735,0.08188514381686102,68934,13818,0,communication_upper_bound
292,discover,medium,"[38,40,31,50.25,0.0,2.25]",1520,38,40,31,50.25,2.25,rejected,True,False,0.999393153510374,0.9763910839906016,0.8219125346473668,0.8219125346473668,0.09573851901595501,77928,13878,0,communication_upper_bound
293,discover,medium,"[37,40,30,50.25,0.0,6.75]",1480,37,40,30,50.25,6.75,rejected,True,False,0.9998075050141252,0.9680000246371963,0.7986479821278324,0.7986479821278324,0.08433859687414319,68934,13880,0,communication_upper_bound
294,discover,medium,"[38,40,31,50.25,0.0,4.5]",1520,38,40,31,50.25,4.5,rejected,True,False,0.9994746136702009,0.9762712943269637,0.8219638640796633,0.8219638640796633,0.09507299757480922,77928,13874,0,communication_upper_bound
295,discover,medium,"[37,40,30,50.25,0.0,4.5]",1480,37,40,30,50.25,4.5,rejected,True,False,0.9995341423428697,0.9680565725967344,0.7982417965010009,0.7982417965010009,0.08295954173368583,68934,13908,0,communication_upper_bound
296,discover,medium,"[38,40,31,49.75,0.0,6.75]",1520,38,40,31,49.75,6.75,rejected,True,False,0.9995601519730093,0.9750665207268963,0.8056468605141172,0.8056468605141172,0.08965776603396945,71190,13836,0,communication_upper_bound
297,discover,medium,"[37,40,30,50.25,0.0,0.0]",1480,37,40,30,50.25,0.0,rejected,True,False,0.9996444698515272,0.9675347338047471,0.8003017378942177,0.8003017378942177,0.08198545116845997,68934,13766,0,communication_upper_bound
298,discover,medium,"[37,40,32,50.25,0.0,0.0]",1480,37,40,32,50.25,0.0,rejected,True,False,0.9997357673295052,0.9688519725689845,0.7935180188283264,0.7935180188283264,0.07770338495435311,66708,13774,0,communication_upper_bound
299,discover,medium,"[37,40,32,50.25,0.0,2.25]",1480,37,40,32,50.25,2.25,rejected,True,False,0.9996280130801747,0.9674483083722298,0.7933381303591773,0.7933381303591773,0.08481830281527176,66708,13786,0,communication_upper_bound
300,discover,medium,"[38,40,31,49.75,0.0,0.0]",1520,38,40,31,49.75,0.0,rejected,True,False,0.9995299283078478,0.9755514239650146,0.805394016013485,0.805394016013485,0.0896500146886642,71190,13854,0,communication_upper_bound
301,discover,medium,"[38,40,31,49.75,0.0,2.25]",1520,38,40,31,49.75,2.25,rejected,True,False,0.9995565077550429,0.975394605777302,0.8061806433487849,0.8061806433487849,0.0896423583574157,71190,13798,0,communication_upper_bound
302,discover,medium,"[35,44,29,50.0,0.0,6.136]",1540,35,44,29,50.0,6.136,rejected,True,False,0.9998638386661962,0.9745532505512057,0.8056672195204228,0.8051692653462565,0.07524998286552101,71146,13826,44,communication_upper_bound
303,discover,medium,"[38,40,31,49.75,0.0,4.5]",1520,38,40,31,49.75,4.5,rejected,True,False,0.9996423197932396,0.9750134944516761,0.8060682680151706,0.8060682680151706,0.08960995911161077,71190,13806,0,communication_upper_bound
304,discover,medium,"[35,44,29,50.0,0.0,0.0]",1540,35,44,29,50.0,0.0,rejected,True,False,0.9998654560155099,0.9744040515780368,0.8054695852793877,0.8042702626773424,0.07185054637611367,71084,13828,106,communication_upper_bound
305,discover,medium,"[35,44,29,50.0,0.0,4.091]",1540,35,44,29,50.0,4.091,rejected,True,False,0.9998359594597102,0.9752449611586239,0.8059802158273381,0.8057311420143278,0.07572645392263898,71168,13808,22,communication_upper_bound
306,discover,medium,"[35,44,29,50.0,0.0,2.045]",1540,35,44,29,50.0,2.045,rejected,True,False,0.9998622213168828,0.9746809268371375,0.8051648475301001,0.8041016996769209,0.07189624097630146,71096,13852,94,communication_upper_bound
307,discover,medium,"[37,40,32,50.25,0.0,4.5]",1480,37,40,32,50.25,4.5,rejected,True,False,0.9997337061483726,0.9678793693424873,0.7928584277747797,0.7928584277747797,0.08481496744173372,66708,13818,0,communication_upper_bound
308,discover,medium,"[37,40,32,50.25,0.0,6.75]",1480,37,40,32,50.25,6.75,rejected,True,False,0.9994674122967452,0.9672442260271977,0.7921388738981832,0.7921388738981832,0.08481168738384406,66708,13866,0,communication_upper_bound
309,discover,medium,"[35,44,22,50.25,0.0,2.045]",1540,35,44,22,50.25,2.045,rejected,True,False,1.0,0.9818154181972893,0.7490078649253192,0.7487107360525082,0.09519249157428482,55436,13914,22,communication_upper_bound
310,discover,medium,"[35,44,22,50.25,0.0,6.136]",1540,35,44,22,50.25,6.136,rejected,True,False,0.9999675592823195,0.9818984290466839,0.7449278629395852,0.7449278629395852,0.0991234566101421,53232,13578,0,communication_upper_bound
311,discover,medium,"[35,44,22,50.25,0.0,0.0]",1540,35,44,22,50.25,0.0,rejected,True,False,1.0,0.9818873428682922,0.7465108730931516,0.7465108730931516,0.10039041514209214,55458,14058,0,communication_upper_bound
312,discover,medium,"[35,44,22,50.25,0.0,4.091]",1540,35,44,22,50.25,4.091,rejected,True,False,1.0,0.981488804765751,0.7478173028357025,0.7475206462548235,0.1004403770749598,55436,13980,22,communication_upper_bound
313,discover,medium,"[39,40,38,50.0,0.0,2.25]",1560,39,40,38,50.0,2.25,rejected,True,False,1.0,0.975827152382566,0.7990831810137232,0.7990831810137232,0.0719630960180747,68934,13850,0,communication_upper_bound
314,discover,medium,"[38,40,32,50.25,0.0,0.0]",1520,38,40,32,50.25,0.0,rejected,True,False,1.0,0.9764366686061026,0.7960364573964143,0.7960364573964143,0.08076969889636262,66708,13606,0,communication_upper_bound
315,discover,medium,"[38,40,32,50.25,0.0,2.25]",1520,38,40,32,50.25,2.25,rejected,True,False,0.999915124567524,0.9759677723395321,0.7948671823469449,0.7948671823469449,0.08075954211092755,66708,13684,0,communication_upper_bound
316,discover,medium,"[39,40,38,50.0,0.0,6.75]",1560,39,40,38,50.0,6.75,rejected,True,False,1.0,0.9742703452253357,0.799141207531842,0.799141207531842,0.07863699512708063,68934,13846,0,communication_upper_bound
317,discover,medium,"[38,40,33,49.75,0.0,6.75]",1520,38,40,33,49.75,6.75,rejected,True,False,0.999341765391762,0.9733417339212669,0.7939677400011993,0.7939677400011993,0.07993235859286849,66708,13744,0,communication_upper_bound
318,discover,medium,"[39,40,38,50.0,0.0,0.0]",1560,39,40,38,50.0,0.0,rejected,True,False,1.0,0.9768704585635916,0.7988220616821887,0.7988220616821887,0.07280415217874651,68934,13868,0,communication_upper_bound
319,discover,medium,"[38,40,32,50.25,0.0,6.75]",1520,38,40,32,50.25,6.75,rejected,True,False,1.0,0.9753113548931499,0.7926785393056305,0.7926785393056305,0.07763777223693762,66708,13830,0,communication_upper_bound
320,discover,medium,"[39,40,38,50.0,0.0,4.5]",1560,39,40,38,50.0,4.5,rejected,True,False,1.0,0.9743714537457449,0.7955867362235414,0.7955867362235414,0.07864142116886598,66708,13636,0,communication_upper_bound
321,discover,medium,"[38,40,33,49.75,0.0,2.25]",1520,38,40,33,49.75,2.25,rejected,True,False,0.9991993397270292,0.973371738315028,0.7920557240219773,0.790939617437189,0.07714849291968814,66614,13852,94,communication_upper_bound
322,discover,medium,"[37,40,31,50.25,0.0,6.75]",1480,37,40,31,50.25,6.75,rejected,True,False,0.9996171153155946,0.96830590626922,0.7882265136673197,0.7865388195866692,0.07499615048558975,64314,13620,138,communication_upper_bound
323,discover,medium,"[37,40,31,50.25,0.0,4.5]",1480,37,40,31,50.25,4.5,rejected,True,False,0.9996171153155944,0.9691823194710513,0.7880637926738101,0.7850803698876684,0.07866319762271295,64208,13608,244,communication_upper_bound
324,discover,medium,"[38,40,32,50.25,0.0,4.5]",1520,38,40,32,50.25,4.5,rejected,True,False,0.9998267235679008,0.9757674757470954,0.7888971637807981,0.7888971637807981,0.08076046473068461,64452,13606,0,communication_upper_bound
325,discover,medium,"[37,40,31,50.25,0.0,2.25]",1480,37,40,31,50.25,2.25,rejected,True,False,0.9997054733196881,0.9684903402723353,0.788607791401521,0.7883386085769255,0.07251547707451818,64430,13620,22,communication_upper_bound
326,discover,medium,"[38,40,33,49.75,0.0,0.0]",1520,38,40,33,49.75,0.0,rejected,True,False,0.999199585801258,0.9743342095679519,0.7911794687293878,0.7911794687293878,0.08319022827895103,66708,13930,0,communication_upper_bound
327,discover,medium,"[37,40,31,50.0,0.0,2.25]",1480,37,40,31,50.0,2.25,rejected,True,False,0.9997695416844541,0.9696564050134829,0.7909906127223105,0.7907297475565149,0.07517928638178586,66686,13938,22,communication_upper_bound
328,discover,medium,"[37,40,31,50.0,0.0,4.5]",1480,37,40,31,50.0,4.5,rejected,True,False,0.9996171153155944,0.9698182456141534,0.7877834537752305,0.784801092285732,0.08983081200218623,64208,13626,244,communication_upper_bound
329,discover,medium,"[38,40,33,49.75,0.0,4.5]",1520,38,40,33,49.75,4.5,rejected,True,False,0.9990852248407803,0.9730728656878095,0.7917618761274805,0.7895304910955208,0.08321017756026994,66520,13852,188,communication_upper_bound
330,discover,medium,"[37,40,31,50.0,0.0,6.75]",1480,37,40,31,50.0,6.75,rejected,True,False,0.9996548090889767,0.9695853920452868,0.7901156677181914,0.7884811416921509,0.07514259789718598,66570,13972,138,communication_upper_bound
331,discover,medium,"[35,44,18,50.0,0.0,6.136]",1540,35,44,18,50.0,6.136,rejected,True,False,0.9996606909900833,0.9721447798419594,0.7584294971757286,0.7584294971757286,0.08726400901380883,57714,13942,0,communication_upper_bound
332,discover,medium,"[37,40,31,50.25,0.0,0.0]",1480,37,40,31,50.25,0.0,rejected,True,False,0.9997938313237816,0.9683360047465882,0.7880502362596369,0.7866319121206479,0.07513281906484182,64336,13636,116,communication_upper_bound
333,discover,medium,"[37,40,32,49.75,0.0,0.0]",1480,37,40,32,49.75,0.0,rejected,True,False,0.9998921117853503,0.9638553075411366,0.7885868553342023,0.7885868553342023,0.07739680301933094,64452,13626,0,communication_upper_bound
334,discover,medium,"[36,40,30,50.0,0.0,6.75]",1440,36,40,30,50.0,6.75,rejected,True,False,0.9990300810608143,0.9583608340005961,0.7897279507231498,0.7841638184325718,0.08165371022522992,66238,13928,470,communication_upper_bound
335,discover,medium,"[37,40,32,49.75,0.0,6.75]",1480,37,40,32,49.75,6.75,rejected,True,False,0.9996742313661083,0.9626154973345282,0.7885908128968007,0.7862905728293924,0.07756564347690051,64264,13586,188,communication_upper_bound
336,discover,medium,"[35,44,23,49.75,0.0,4.091]",1540,35,44,23,49.75,4.091,rejected,True,False,1.0,0.9801451228261158,0.7820703779556879,0.7820703779556879,0.09142056001154386,64452,14046,0,communication_upper_bound
337,discover,medium,"[35,44,23,49.75,0.0,2.045]",1540,35,44,23,49.75,2.045,rejected,True,False,1.0,0.9799462857589024,0.7831254266741141,0.7831254266741141,0.09525061396318493,64452,13978,0,communication_upper_bound
338,discover,medium,"[35,44,18,50.0,0.0,0.0]",1540,35,44,18,50.0,0.0,rejected,True,False,0.9997221505512549,0.9723068046840171,0.7573898880687528,0.7573898880687528,0.08743159724259285,57714,14002,0,communication_upper_bound
339,discover,medium,"[35,44,23,49.75,0.0,0.0]",1540,35,44,23,49.75,0.0,rejected,True,False,1.0,0.9794400708340476,0.7807576049906746,0.7807576049906746,0.09293851519975116,62196,13636,0,communication_upper_bound
340,discover,medium,"[35,44,18,50.0,0.0,2.045]",1540,35,44,18,50.0,2.045,rejected,True,False,0.9995682453636313,0.9726586049612187,0.7568354298783657,0.7568354298783657,0.0864864678325317,57714,14034,0,communication_upper_bound
341,discover,medium,"[37,40,32,49.75,0.0,2.25]",1480,37,40,32,49.75,2.25,rejected,True,False,0.9998111956243628,0.9629190073350686,0.7879683804307233,0.7856699559362006,0.07712248238705806,64264,13626,188,communication_upper_bound
342,discover,medium,"[37,40,32,49.75,0.0,4.5]",1480,37,40,32,49.75,4.5,rejected,True,False,0.9998921117853503,0.9639378935286942,0.7879995020540271,0.7857009867808602,0.07758016497398446,64264,13624,188,communication_upper_bound
343,discover,medium,"[38,40,37,50.0,0.0,6.75]",1520,38,40,37,50.0,6.75,rejected,True,False,0.9996572502174211,0.9672653691399082,0.7934586737145604,0.7920789110751334,0.06954247197124339,66592,13754,116,communication_upper_bound
344,discover,medium,"[35,44,23,49.75,0.0,6.136]",1540,35,44,23,49.75,6.136,rejected,True,False,1.0,0.9801425979753241,0.7804360409029519,0.7804360409029519,0.09300910904303768,62196,13656,0,communication_upper_bound
345,discover,medium,"[37,40,31,50.0,0.0,0.0]",1480,37,40,31,50.0,0.0,rejected,True,False,0.9997990761370938,0.9692268971988677,0.7895543008169149,0.7881813275769023,0.08983088920244242,66592,14014,116,communication_upper_bound
346,discover,medium,"[35,44,23,51.0,0.0,4.091]",1540,35,44,23,51.0,4.091,rejected,True,False,0.9997446648405313,0.9792372141947475,0.7465212349615886,0.7429406037000974,0.09997704428987109,55192,13990,266,communication_upper_bound
347,discover,medium,"[35,44,18,50.0,0.0,4.091]",1540,35,44,18,50.0,4.091,rejected,True,False,0.9997842935382787,0.972006463820577,0.7580483071698375,0.7580483071698375,0.08650913164387208,57714,13964,0,communication_upper_bound
348,discover,medium,"[35,44,23,51.0,0.0,0.0]",1540,35,44,23,51.0,0.0,rejected,True,False,0.9999042493151993,0.9782110324549561,0.7478812795268491,0.7478812795268491,0.0997365465984024,55458,13982,0,communication_upper_bound
349,discover,medium,"[35,44,23,51.0,0.0,2.045]",1540,35,44,23,51.0,2.045,rejected,True,False,0.9998404155253321,0.978051228066749,0.7478452161996466,0.7478452161996466,0.100028771362824,55458,13984,0,communication_upper_bound
350,discover,medium,"[37,40,30,49.75,0.0,0.0]",1480,37,40,30,49.75,0.0,rejected,True,False,0.9993753544428462,0.9653640237811777,0.7876559299944145,0.7876559299944145,0.07832178240563538,64452,13686,0,communication_upper_bound
351,discover,medium,"[38,40,37,50.0,0.0,2.25]",1520,38,40,37,50.0,2.25,rejected,True,False,0.9996029465401929,0.9670721265828065,0.7941194137433926,0.7927385021286802,0.06955435348074539,66592,13710,116,communication_upper_bound
352,discover,medium,"[37,40,31,49.75,0.0,2.25]",1480,37,40,31,49.75,2.25,rejected,True,False,0.999650536668691,0.9659781287221294,0.7871798851466708,0.7869111897225842,0.07709134552106083,64430,13712,22,communication_upper_bound
353,discover,medium,"[37,40,30,49.75,0.0,2.25]",1480,37,40,30,49.75,2.25,rejected,True,False,0.9997159247143695,0.96411122484102,0.7850803698876684,0.7850803698876684,0.07849546421148822,64452,13852,0,communication_upper_bound
354,discover,medium,"[35,44,23,51.0,0.0,6.136]",1540,35,44,23,51.0,6.136,rejected,True,False,0.9998723324202656,0.9793187405982621,0.747556709582026,0.747556709582026,0.09979818472440229,55458,14000,0,communication_upper_bound
355,discover,medium,"[37,40,31,49.75,0.0,6.75]",1480,37,40,31,49.75,6.75,rejected,True,False,0.9997069217561855,0.9660311785718283,0.7876356625307087,0.785949233538137,0.07499392180639974,64314,13658,138,communication_upper_bound
356,discover,medium,"[38,40,37,50.0,0.0,4.5]",1520,38,40,37,50.0,4.5,rejected,True,False,0.9995913161064104,0.9670497347948359,0.7883300174086049,0.7869111897225842,0.07299875465123912,64336,13618,116,communication_upper_bound
