policy,S,M,N,F,i,u0,q2_C1_cache,q2_C2_cache,cost_wan,stage,feasible,p30,max_delay_ms,mean_delay_ms,unreachable_rate,sample_count,reachable_count,robustness_margin
P30_ge_0.95,1500,60,25,15,51.0,3.6,0.99921,0.970285,1250000,delay_lower_bound_reject,False,,,,,,,
P30_ge_0.95,1500,125,12,83,51.0,22.5,0.999099,0.968636,1250000,p30_upper_bound_below_threshold,False,0.016635426429240863,179.19868484365526,71.7710130545118,0.0,854.0,854.0,-0.9333645735707591
P30_ge_0.95,1500,125,12,83,51.0,0.0,0.999129,0.968634,1250000,p30_upper_bound_below_threshold,False,0.015932521087160263,195.58859086255978,73.79957595780803,0.0,845.0,845.0,-0.9340674789128397
P30_ge_0.95,1500,125,12,83,51.0,15.0,0.999172,0.968556,1250000,p30_upper_bound_below_threshold,False,0.016791627616369886,195.56327883386118,73.53922044085252,0.0,856.0,856.0,-0.9332083723836301
P30_ge_0.95,1500,125,12,83,51.0,7.5,0.999152,0.968453,1250000,p30_upper_bound_below_threshold,False,0.015620118712902219,178.93262000056922,75.27746754563418,0.0,841.0,841.0,-0.9343798812870977
P30_ge_0.95,1500,250,6,208,50.0,0.0,0.999718,0.965603,1250000,topology_reject,False,,,,,,,
P30_ge_0.95,1500,250,6,208,50.0,30.0,0.99968,0.96552,1250000,topology_reject,False,,,,,,,
P30_ge_0.95,1500,250,6,208,50.0,15.0,0.999727,0.96404,1250000,topology_reject,False,,,,,,,
P30_ge_0.95,1500,250,6,208,50.0,45.0,0.999797,0.963868,1250000,topology_reject,False,,,,,,,
P30_ge_0.95,1500,100,15,25,51.0,6.0,0.999641,0.962542,1250000,p30_upper_bound_below_threshold,False,0.01874414245548266,169.3790716617578,64.42825744805312,0.0,881.0,881.0,-0.9312558575445173
P30_ge_0.95,1500,100,15,25,51.0,12.0,0.999651,0.962442,1250000,p30_upper_bound_below_threshold,False,0.016947828803498908,176.89825846890201,68.42312559796098,0.0,858.0,858.0,-0.9330521711965011
P30_ge_0.95,1500,100,15,25,51.0,0.0,0.999626,0.962423,1250000,p30_upper_bound_below_threshold,False,0.017416432364885975,165.16398728444864,65.71281099397085,0.0,864.0,864.0,-0.932583567635114
P30_ge_0.95,1500,100,15,25,51.0,18.0,0.999622,0.96235,1250000,p30_upper_bound_below_threshold,False,0.016244923461418308,177.06157719210657,68.47086997001631,0.0,849.0,849.0,-0.9337550765385817
P30_ge_0.95,1520,38,40,32,50.0,0.0,0.999976,0.977852,1280000,p30_upper_bound_below_threshold,False,0.10199937519525148,71.78255104785144,25.866241031267,0.0,1947.0,1947.0,-0.8480006248047485
P30_ge_0.95,1520,38,40,32,50.0,4.5,0.999981,0.977676,1280000,p30_upper_bound_below_threshold,False,0.09661043423930021,74.2056826873201,26.209305527006922,0.0,1878.0,1878.0,-0.8533895657606998
P30_ge_0.95,1520,38,40,32,50.0,2.25,0.999981,0.977613,1280000,p30_upper_bound_below_threshold,False,0.10035926273039675,74.16589079365032,26.10339309502066,0.0,1926.0,1926.0,-0.8496407372696032
P30_ge_0.95,1520,38,40,31,50.25,0.0,0.999024,0.977497,1280000,p30_upper_bound_below_threshold,False,0.11566697906904093,62.58265610784533,24.800683559688334,0.0,2122.0,2122.0,-0.8343330209309591
P30_ge_0.95,1520,38,40,32,50.0,6.75,0.999971,0.977414,1280000,p30_upper_bound_below_threshold,False,0.09684473601999376,65.07582546920699,25.977829682417298,0.0,1881.0,1881.0,-0.8531552639800062
P30_ge_0.95,1520,38,40,31,50.25,6.75,0.999035,0.977406,1280000,p30_upper_bound_below_threshold,False,0.11558887847547641,66.84830871267606,24.798544927111315,0.0,2121.0,2121.0,-0.8344111215245236
P30_ge_0.95,1520,38,40,31,50.25,4.5,0.999035,0.977376,1280000,p30_upper_bound_below_threshold,False,0.11660418619181506,88.67434494256368,24.80155008084718,0.0,2134.0,2134.0,-0.833395813808185
P30_ge_0.95,1520,38,40,31,50.25,2.25,0.999029,0.977364,1280000,p30_upper_bound_below_threshold,False,0.11574507966260543,87.49290457152962,24.974149213527653,0.0,2123.0,2123.0,-0.8342549203373946
P30_ge_0.95,1520,38,40,31,49.75,0.0,0.999212,0.977262,1280000,p30_upper_bound_below_threshold,False,0.1134020618556701,65.24517817235046,25.325016070482317,0.0,2093.0,2093.0,-0.8365979381443298
P30_ge_0.95,1520,38,40,31,49.75,4.5,0.999233,0.977193,1280000,p30_upper_bound_below_threshold,False,0.1098094345517026,83.17547934022714,25.61648668194195,0.0,2047.0,2047.0,-0.8401905654482974
P30_ge_0.95,1520,38,40,31,49.75,2.25,0.999198,0.977182,1280000,p30_upper_bound_below_threshold,False,0.11426116838487972,65.31798998741785,25.439966256996,0.0,2104.0,2104.0,-0.8357388316151202
P30_ge_0.95,1520,38,40,31,49.75,6.75,0.999194,0.977163,1280000,p30_upper_bound_below_threshold,False,0.11512027491408934,50.54013980178347,25.105067222716787,0.0,2115.0,2115.0,-0.8348797250859106
P30_ge_0.95,1520,38,40,32,50.25,4.5,0.999947,0.976964,1280000,p30_upper_bound_below_threshold,False,0.09770384254920338,77.63220174626176,26.434991204351984,0.0,1892.0,1892.0,-0.8522961574507966
P30_ge_0.95,1520,38,40,32,50.25,0.0,0.999971,0.976853,1280000,p30_upper_bound_below_threshold,False,0.10504529834426742,71.92086002025783,25.99156710897742,0.0,1986.0,1986.0,-0.8449547016557325
P30_ge_0.95,1520,38,40,32,50.25,2.25,0.999962,0.976619,1280000,p30_upper_bound_below_threshold,False,0.10621680724773508,80.75947017372265,26.17758786755553,0.0,2001.0,2001.0,-0.8437831927522649
P30_ge_0.95,1520,38,40,32,50.25,6.75,0.999966,0.976596,1280000,p30_upper_bound_below_threshold,False,0.10387378944079975,63.98500575640739,26.068640481586684,0.0,1971.0,1971.0,-0.8461262105592002
P30_ge_0.95,1520,38,40,32,49.75,4.5,0.999986,0.975486,1280000,p30_upper_bound_below_threshold,False,0.09192439862542956,66.46058211482487,26.215294834373562,0.0,1818.0,1818.0,-0.8580756013745704
P30_ge_0.95,1520,38,40,33,49.75,0.0,0.999135,0.975388,1280000,p30_upper_bound_below_threshold,False,0.10293658231802562,70.67404847593066,26.68738268236526,0.0,1959.0,1959.0,-0.8470634176819744
P30_ge_0.95,1520,38,40,33,49.75,6.75,0.99913,0.975376,1280000,p30_upper_bound_below_threshold,False,0.10473289597000937,58.53359174917777,26.445418782652666,0.0,1982.0,1982.0,-0.8452671040299906
P30_ge_0.95,1520,38,40,32,49.75,2.25,0.99999,0.97536,1280000,p30_upper_bound_below_threshold,False,0.09262730396751015,68.0852928711576,26.109563180775687,0.0,1827.0,1827.0,-0.8573726960324898
P30_ge_0.95,1520,38,40,32,49.75,0.0,0.999995,0.975208,1280000,p30_upper_bound_below_threshold,False,0.09176819743830053,64.80936775990781,25.943259933115016,0.0,1816.0,1816.0,-0.8582318025616994
P30_ge_0.95,1520,38,40,33,49.75,2.25,0.999106,0.9752,1280000,p30_upper_bound_below_threshold,False,0.10309278350515463,77.14849291968814,26.721778949844637,0.0,1961.0,1961.0,-0.8469072164948453
P30_ge_0.95,1520,38,40,32,49.75,6.75,1.0,0.975188,1280000,p30_upper_bound_below_threshold,False,0.09169009684473602,69.61268689583744,25.880653474166937,0.0,1815.0,1815.0,-0.8583099031552639
P30_ge_0.95,1520,38,40,33,49.75,4.5,0.99913,0.975173,1280000,p30_upper_bound_below_threshold,False,0.10223367697594501,76.85539511902884,26.791990423196573,0.0,1950.0,1950.0,-0.847766323024055
P30_ge_0.95,1520,95,16,23,51.0,11.25,0.999363,0.975018,1280000,p30_upper_bound_below_threshold,False,0.01999375195251484,152.5675760728341,58.58480421668301,0.0,897.0,897.0,-0.9300062480474851
P30_ge_0.95,1520,95,16,23,51.0,5.625,0.999343,0.974942,1280000,p30_upper_bound_below_threshold,False,0.019837550765385816,155.79376070984839,58.32021978618897,0.0,895.0,895.0,-0.9301624492346141
P30_ge_0.95,1520,95,16,23,51.0,16.875,0.999407,0.974927,1280000,p30_upper_bound_below_threshold,False,0.020384254920337394,152.50318212981855,58.34158888234092,0.0,902.0,902.0,-0.9296157450796626
P30_ge_0.95,1520,95,16,23,51.0,0.0,0.999382,0.974904,1280000,p30_upper_bound_below_threshold,False,0.020540456107466416,155.84410558237659,58.461345843944834,0.0,904.0,904.0,-0.9294595438925335
P30_ge_0.95,1520,38,40,32,51.0,0.0,0.999851,0.973597,1280000,p30_upper_bound_below_threshold,False,0.1169165885660731,66.42841150795327,25.53733402931631,0.0,2138.0,2138.0,-0.8330834114339268
P30_ge_0.95,1520,38,40,32,51.0,2.25,0.999865,0.973591,1280000,p30_upper_bound_below_threshold,False,0.11777569509528273,87.26737418670021,25.89060156397392,0.0,2149.0,2149.0,-0.8322243049047172
P30_ge_0.95,1520,38,40,32,51.0,6.75,0.999856,0.973578,1280000,p30_upper_bound_below_threshold,False,0.11574507966260543,70.71725979731826,25.665678843741496,0.0,2123.0,2123.0,-0.8342549203373946
P30_ge_0.95,1520,38,40,32,51.0,4.5,0.999885,0.973519,1280000,p30_upper_bound_below_threshold,False,0.11777569509528273,87.22436517191491,25.738235086747345,0.0,2149.0,2149.0,-0.8322243049047172
P30_ge_0.95,1520,38,40,37,50.0,4.5,0.999689,0.968301,1280000,p30_upper_bound_below_threshold,False,0.09668853483286473,69.63637329966221,26.386517667305647,0.0,1879.0,1879.0,-0.8533114651671352
P30_ge_0.95,1520,38,40,37,50.0,6.75,0.999659,0.968218,1280000,p30_upper_bound_below_threshold,False,0.09910965323336457,69.3731773369904,26.03244904187132,0.0,1910.0,1910.0,-0.8508903467666353
P30_ge_0.95,1520,38,40,37,50.0,0.0,0.999684,0.968095,1280000,delay_lower_bound_reject,False,,,,,,,
P30_ge_0.95,1520,38,40,37,50.0,2.25,0.999636,0.967902,1280000,p30_upper_bound_below_threshold,False,0.10067166510465479,57.686263945965756,25.66844074961659,0.011398963730569948,1930.0,1908.0,-0.8493283348953452
P30_ge_0.95,1520,38,40,25,50.0,2.25,0.999589,0.965521,1280000,p30_upper_bound_below_threshold,False,0.09746954076850985,56.663589976955016,28.255962782452045,0.0,1889.0,1889.0,-0.8525304592314901
P30_ge_0.95,1520,38,40,25,50.0,6.75,0.999609,0.96549,1280000,p30_upper_bound_below_threshold,False,0.09676663542642924,93.28906056733284,28.439334134994038,0.0,1880.0,1880.0,-0.8532333645735707
P30_ge_0.95,1520,38,40,25,50.0,0.0,0.999594,0.965477,1280000,p30_upper_bound_below_threshold,False,0.0971571383942518,55.15260960442437,28.187516912204053,0.0,1885.0,1885.0,-0.8528428616057482
P30_ge_0.95,1520,38,40,37,51.0,6.75,0.999819,0.965383,1280000,p30_upper_bound_below_threshold,False,0.1204311152764761,64.65552877942127,25.538483438790987,0.0,2183.0,2183.0,-0.8295688847235239
P30_ge_0.95,1520,38,40,25,50.0,4.5,0.999628,0.965319,1280000,p30_upper_bound_below_threshold,False,0.0979381443298969,93.29840427714707,28.29609670411991,0.0,1895.0,1895.0,-0.8520618556701031
P30_ge_0.95,1520,38,40,37,51.0,0.0,0.999829,0.965268,1280000,p30_upper_bound_below_threshold,False,0.11558887847547641,63.60512433111329,25.537624413085805,0.0,2121.0,2121.0,-0.8344111215245236
P30_ge_0.95,1520,38,40,37,51.0,2.25,0.999804,0.965259,1280000,p30_upper_bound_below_threshold,False,0.11535457669478288,58.12051595587192,25.37149547086618,0.010387157695939566,2118.0,2096.0,-0.8346454233052171
P30_ge_0.95,1520,38,40,37,51.0,4.5,0.999804,0.965152,1280000,p30_upper_bound_below_threshold,False,0.11652608559825055,66.39027061496213,25.88228337540198,0.0,2133.0,2133.0,-0.8334739144017494
P30_ge_0.95,1520,38,40,0,51.0,4.5,0.999877,0.95738,1280000,p30_upper_bound_below_threshold,False,0.11558887847547641,62.74785584517882,25.378158713279518,0.0,2121.0,2121.0,-0.8344111215245236
P30_ge_0.95,1520,38,40,0,51.0,2.25,0.999886,0.957293,1280000,p30_upper_bound_below_threshold,False,0.11597938144329897,65.33822775465543,25.314585036035034,0.0,2126.0,2126.0,-0.834020618556701
P30_ge_0.95,1520,38,40,0,51.0,0.0,0.999882,0.957078,1280000,p30_upper_bound_below_threshold,False,0.11566697906904093,62.57861322379589,25.258159465666928,0.0,2122.0,2122.0,-0.8343330209309591
P30_ge_0.95,1520,38,40,0,51.0,6.75,0.999873,0.956948,1280000,p30_upper_bound_below_threshold,False,0.11543267728834739,65.71899028673596,25.43383689372374,0.0,2119.0,2119.0,-0.8345673227116526
P30_ge_0.95,1520,38,40,25,51.0,4.5,0.99962,0.955249,1280000,p30_upper_bound_below_threshold,False,0.09762574195563886,92.56364857491722,27.43618477328962,0.0,1891.0,1891.0,-0.8523742580443611
P30_ge_0.95,1520,38,40,25,51.0,6.75,0.999591,0.955192,1280000,p30_upper_bound_below_threshold,False,0.09692283661355826,92.55447430957072,27.520728853121167,0.0,1882.0,1882.0,-0.8530771633864417
P30_ge_0.95,1520,38,40,25,51.0,2.25,0.999586,0.955085,1280000,p30_upper_bound_below_threshold,False,0.0979381443298969,54.55031270697803,27.3194346942,0.0,1895.0,1895.0,-0.8520618556701031
P30_ge_0.95,1520,38,40,25,51.0,0.0,0.999556,0.954955,1280000,p30_upper_bound_below_threshold,False,0.09668853483286473,89.42351044781289,27.32737899361789,0.0,1879.0,1879.0,-0.8533114651671352
P30_ge_0.95,1540,35,44,24,50.25,2.045,0.999956,0.983631,1290000,p30_upper_bound_below_threshold,False,0.1289440799750078,82.60379963751994,24.468410793796604,0.0,2292.0,2292.0,-0.8210559200249922
P30_ge_0.95,1540,35,44,24,50.25,0.0,0.999961,0.983452,1290000,p30_upper_bound_below_threshold,False,0.13214620431115276,85.5518072140255,24.390166875450983,0.0,2333.0,2333.0,-0.8178537956888472
P30_ge_0.95,1540,35,44,24,50.25,6.136,0.999951,0.983438,1290000,p30_upper_bound_below_threshold,False,0.13214620431115276,57.99551132574017,24.238201973119875,0.0,2333.0,2333.0,-0.8178537956888472
P30_ge_0.95,1540,35,44,24,50.25,4.091,0.999931,0.983431,1290000,p30_upper_bound_below_threshold,False,0.12761636988441113,64.60330729222224,24.409135248880375,0.0,2275.0,2275.0,-0.8223836301155888
P30_ge_0.95,1540,35,44,23,50.0,4.091,0.99999,0.983125,1290000,p30_upper_bound_below_threshold,False,0.0944236176194939,55.85998371117807,28.687390478189,0.0,1850.0,1850.0,-0.855576382380506
P30_ge_0.95,1540,35,44,23,50.0,6.136,0.999995,0.9831,1290000,p30_upper_bound_below_threshold,False,0.09270540456107466,95.30942174931303,28.905951097617283,0.0,1828.0,1828.0,-0.8572945954389253
P30_ge_0.95,1540,35,44,23,50.0,2.045,1.0,0.983032,1290000,p30_upper_bound_below_threshold,False,0.09746954076850985,58.263750446784115,28.699956664831877,0.0,1889.0,1889.0,-0.8525304592314901
P30_ge_0.95,1540,35,44,23,50.0,0.0,0.999995,0.982898,1290000,p30_upper_bound_below_threshold,False,0.0957513277100906,53.67051619881444,28.704486017382532,0.0,1867.0,1867.0,-0.8542486722899094
P30_ge_0.95,1540,35,44,23,50.25,4.091,0.999985,0.982704,1290000,p30_upper_bound_below_threshold,False,0.0971571383942518,55.711178437431045,28.463694598012694,0.0,1885.0,1885.0,-0.8528428616057482
P30_ge_0.95,1540,35,44,23,50.25,6.136,0.999995,0.982687,1290000,p30_upper_bound_below_threshold,False,0.0944236176194939,95.13408274551824,28.663514308133898,0.0,1850.0,1850.0,-0.855576382380506
P30_ge_0.95,1540,35,44,23,50.25,0.0,0.99998,0.982594,1290000,p30_upper_bound_below_threshold,False,0.0971571383942518,53.53387745773586,28.40042465997655,0.0,1885.0,1885.0,-0.8528428616057482
P30_ge_0.95,1540,35,44,23,50.25,2.045,0.99998,0.982527,1290000,p30_upper_bound_below_threshold,False,0.10231177756950953,58.12860394717161,28.41980958220537,0.0,1951.0,1951.0,-0.8476882224304905
P30_ge_0.95,1540,35,44,23,49.75,6.136,1.0,0.982171,1290000,p30_upper_bound_below_threshold,False,0.09801624492346142,89.23683227344407,27.42723544982621,0.0,1896.0,1896.0,-0.8519837550765386
P30_ge_0.95,1540,35,44,22,50.25,6.136,0.99999,0.981974,1290000,p30_upper_bound_below_threshold,False,0.10637300843486411,56.49339887561662,28.08332542351688,0.0,2003.0,2003.0,-0.8436269915651359
P30_ge_0.95,1540,35,44,23,49.75,4.091,0.99999,0.981926,1290000,p30_upper_bound_below_threshold,False,0.10035926273039675,57.7541909364605,27.121208892959693,0.0,1926.0,1926.0,-0.8496407372696032
P30_ge_0.95,1540,35,44,22,49.75,2.045,0.999953,0.981905,1290000,p30_upper_bound_below_threshold,False,0.09450171821305842,56.7536051001378,28.713981176223854,0.0,1851.0,1851.0,-0.8554982817869415
P30_ge_0.95,1540,35,44,23,49.75,0.0,1.0,0.981828,1290000,p30_upper_bound_below_threshold,False,0.1021555763823805,53.810152548442026,27.175970151176603,0.0,1949.0,1949.0,-0.8478444236176195
P30_ge_0.95,1540,35,44,23,49.75,2.045,0.999995,0.981776,1290000,p30_upper_bound_below_threshold,False,0.10223367697594501,58.40164686371984,27.14134654265688,0.0,1950.0,1950.0,-0.847766323024055
P30_ge_0.95,1540,35,44,22,49.75,0.0,0.999929,0.981736,1290000,p30_upper_bound_below_threshold,False,0.09348641049671977,56.018298405806796,28.69853480446518,0.0,1838.0,1838.0,-0.8565135895032802
P30_ge_0.95,1540,35,44,22,49.75,4.091,0.999919,0.981588,1290000,p30_upper_bound_below_threshold,False,0.09356451109028428,56.06689240428675,28.671285405141543,0.0,1839.0,1839.0,-0.8564354889097157
P30_ge_0.95,1540,35,44,24,49.75,2.045,0.999936,0.981578,1290000,p30_upper_bound_below_threshold,False,0.12449234614183068,80.8710282722969,25.21822592792696,0.0,2235.0,2235.0,-0.8255076538581693
P30_ge_0.95,1540,35,44,24,49.75,4.091,0.999921,0.981489,1290000,p30_upper_bound_below_threshold,False,0.11785379568884724,64.9880094893546,25.228312091362604,0.0,2150.0,2150.0,-0.8321462043111527
P30_ge_0.95,1540,35,44,22,49.75,6.136,0.999886,0.981424,1290000,p30_upper_bound_below_threshold,False,0.09356451109028428,56.81351449281936,28.751615800176236,0.0,1839.0,1839.0,-0.8564354889097157
P30_ge_0.95,1540,35,44,22,50.25,0.0,0.999995,0.981415,1290000,p30_upper_bound_below_threshold,False,0.10746641674476726,55.73254259056508,27.9376268284948,0.0,2017.0,2017.0,-0.8425335832552328
P30_ge_0.95,1540,35,44,24,49.75,0.0,0.999941,0.981323,1290000,p30_upper_bound_below_threshold,False,0.12589815682599187,79.70572355926922,25.105720517057666,0.0,2253.0,2253.0,-0.8241018431740081
P30_ge_0.95,1540,35,44,22,50.25,4.091,0.999995,0.981322,1290000,p30_upper_bound_below_threshold,False,0.1069978131833802,55.78095202604574,27.99941648585583,0.0,2011.0,2011.0,-0.8430021868166198
P30_ge_0.95,1540,35,44,24,49.75,6.136,0.999946,0.981313,1290000,p30_upper_bound_below_threshold,False,0.12628865979381443,51.279052255550226,24.91861737713051,0.0,2258.0,2258.0,-0.8237113402061855
P30_ge_0.95,1540,35,44,22,50.25,2.045,1.0,0.980789,1290000,p30_upper_bound_below_threshold,False,0.10691971258981568,54.237155146927776,28.116345300773755,0.0,2010.0,2010.0,-0.8430802874101843
P30_ge_0.95,1540,154,10,26,50.0,9.0,0.999169,0.978938,1290000,p30_upper_bound_below_threshold,False,0.012574195563886285,242.17155842065057,87.81886059698266,0.0,802.0,802.0,-0.9374258044361137
