policy,S,M,N,F,i,u0,C1,C2,stage,feasible,message,p30,max_delay_ms,mean_delay_ms,unreachable_rate,reachable_count,sample_count,robustness_margin
P30_ge_0.95,1620,135,12,89,49.75,7.5,0.999933,0.986003,communication_eval,False,p30_upper_bound_below_threshold,0.01437050921587004,180.73231161491094,83.51980013257409,0.0,825.0,825.0,-0.9356294907841299
P30_ge_0.95,1620,90,18,22,50.0,15.0,1.0,0.985899,communication_eval,False,p30_upper_bound_below_threshold,0.018197438300531082,175.8087711716937,61.337449281441685,0.0,874.0,874.0,-0.9318025616994688
P30_ge_0.95,1620,90,18,22,50.0,0.0,1.0,0.985853,communication_eval,False,p30_upper_bound_below_threshold,0.019212746016869727,171.0871716472444,59.83489462094738,0.0,887.0,887.0,-0.9307872539831302
P30_ge_0.95,1620,90,18,22,50.0,10.0,1.0,0.985778,communication_eval,False,p30_upper_bound_below_threshold,0.015854420493595752,175.74866450110798,62.11263019899153,0.0,844.0,844.0,-0.9341455795064042
P30_ge_0.95,1620,90,18,22,50.0,5.0,1.0,0.985719,communication_eval,False,p30_upper_bound_below_threshold,0.01874414245548266,178.44417535265623,61.05682236977166,0.0,881.0,881.0,-0.9312558575445173
P30_ge_0.95,1620,135,12,89,50.25,22.5,0.999995,0.985719,communication_eval,False,p30_upper_bound_below_threshold,0.01577631990003124,178.02115667623966,80.70230760012153,0.0,843.0,843.0,-0.9342236800999687
P30_ge_0.95,1620,135,12,89,50.25,0.0,0.999995,0.985652,communication_eval,False,p30_upper_bound_below_threshold,0.015620118712902219,177.94545582583066,80.44770918182891,0.0,841.0,841.0,-0.9343798812870977
P30_ge_0.95,1620,135,12,89,50.25,15.0,1.0,0.985309,communication_eval,False,p30_upper_bound_below_threshold,0.016557325835676352,178.00328088571774,79.96654620162673,0.0,853.0,853.0,-0.9334426741643236
P30_ge_0.95,1620,135,12,89,50.25,7.5,0.99999,0.985146,communication_eval,False,p30_upper_bound_below_threshold,0.015854420493595752,177.94816047359723,80.9551542229318,0.0,844.0,844.0,-0.9341455795064042
P30_ge_0.95,1620,90,18,22,50.25,15.0,1.0,0.98498,communication_eval,False,p30_upper_bound_below_threshold,0.019056544829740705,175.58319216828556,59.8973417314074,0.0,885.0,885.0,-0.9309434551702592
P30_ge_0.95,1620,90,18,22,50.25,0.0,1.0,0.98486,communication_eval,False,p30_upper_bound_below_threshold,0.020618556701030927,170.88784061025137,58.88245032222417,0.0,905.0,905.0,-0.929381443298969
P30_ge_0.95,1620,90,18,22,50.25,5.0,1.0,0.984813,communication_eval,False,p30_upper_bound_below_threshold,0.01944704779756326,175.74153906014868,59.608322364602095,0.0,890.0,890.0,-0.9305529522024367
P30_ge_0.95,1620,90,18,22,50.25,10.0,1.0,0.984711,communication_eval,False,p30_upper_bound_below_threshold,0.01718213058419244,175.52087777968012,59.86702648774135,0.0,861.0,861.0,-0.9328178694158075
P30_ge_0.95,1620,60,27,10,51.0,6.667,0.999995,0.983057,communication_eval,False,p30_upper_bound_below_threshold,0.039206497969384566,118.4714795517647,38.314854963039345,0.0,1143.0,1143.0,-0.9107935020306154
P30_ge_0.95,1620,60,27,10,51.0,0.0,0.99999,0.983042,communication_eval,False,p30_upper_bound_below_threshold,0.04029990627928772,115.17831931336957,37.65223717622362,0.0,1157.0,1157.0,-0.9097000937207123
P30_ge_0.95,1620,60,27,10,51.0,10.0,0.999985,0.982924,communication_eval,False,p30_upper_bound_below_threshold,0.0415495157763199,114.24174829475923,37.516432757918665,0.0,1173.0,1173.0,-0.90845048422368
P30_ge_0.95,1620,60,27,10,51.0,3.333,0.999981,0.982905,communication_eval,False,p30_upper_bound_below_threshold,0.03928459856294908,142.94398219486706,37.78697517264782,0.0,1144.0,1144.0,-0.9107154014370509
P30_ge_0.95,1620,90,18,23,49.75,0.0,1.0,0.980854,communication_eval,False,p30_upper_bound_below_threshold,0.01811933770696657,176.46145814052053,62.566725192988265,0.0,873.0,873.0,-0.9318806622930333
P30_ge_0.95,1620,90,18,23,49.75,5.0,1.0,0.98071,communication_eval,False,p30_upper_bound_below_threshold,0.01702592939706342,176.27502552441965,63.76655401646426,0.0,859.0,859.0,-0.9329740706029366
P30_ge_0.95,1620,90,18,23,49.75,10.0,1.0,0.980638,communication_eval,False,p30_upper_bound_below_threshold,0.017650734145579508,175.22365220329846,63.18951625343068,0.0,867.0,867.0,-0.9323492658544205
P30_ge_0.95,1620,90,18,23,49.75,15.0,1.0,0.980479,communication_eval,False,p30_upper_bound_below_threshold,0.016947828803498908,178.2429630464312,64.46495440803302,0.0,858.0,858.0,-0.9330521711965011
P30_ge_0.95,1620,90,18,23,50.25,15.0,1.0,0.980124,communication_eval,False,p30_upper_bound_below_threshold,0.01874414245548266,176.06892901777186,62.73542620730853,0.0,881.0,881.0,-0.9312558575445173
P30_ge_0.95,1620,90,18,23,50.25,5.0,1.0,0.980028,communication_eval,False,p30_upper_bound_below_threshold,0.01874414245548266,175.8262212544025,61.16304375566572,0.0,881.0,881.0,-0.9312558575445173
P30_ge_0.95,1620,90,18,23,50.25,10.0,1.0,0.979915,communication_eval,False,p30_upper_bound_below_threshold,0.019837550765385816,174.78099827022942,60.988606949328556,0.0,895.0,895.0,-0.9301624492346141
P30_ge_0.95,1620,90,18,23,50.25,0.0,1.0,0.979892,communication_eval,False,p30_upper_bound_below_threshold,0.019759450171821305,176.01223118347937,59.774569393177,0.0,894.0,894.0,-0.9302405498281786
P30_ge_0.95,1620,36,45,18,51.0,4.0,0.99908,0.978059,communication_eval,False,p30_upper_bound_below_threshold,0.10309278350515463,48.21261085351324,26.369684664564048,0.0,1961.0,1961.0,-0.8469072164948453
P30_ge_0.95,1620,36,45,18,51.0,0.0,0.999085,0.978023,communication_eval,False,p30_upper_bound_below_threshold,0.10395189003436427,46.41310617111098,26.30953959933746,0.0,1972.0,1972.0,-0.8460481099656357
P30_ge_0.95,1620,36,45,18,51.0,6.0,0.999051,0.977972,communication_eval,False,p30_upper_bound_below_threshold,0.10379568884723524,47.78134263344892,26.335617426793245,0.0,1970.0,1970.0,-0.8462043111527647
P30_ge_0.95,1620,36,45,18,51.0,2.0,0.999075,0.97785,communication_eval,False,p30_upper_bound_below_threshold,0.10613870665417058,46.448954952226025,26.318808925390886,0.0,2000.0,2000.0,-0.8438612933458294
P30_ge_0.95,1620,36,45,35,50.0,2.0,0.999144,0.974333,communication_eval,False,p30_upper_bound_below_threshold,0.10231177756950953,51.86868062879371,25.065319074789898,0.0,1951.0,1951.0,-0.8476882224304905
P30_ge_0.95,1620,36,45,35,50.0,4.0,0.999129,0.974214,communication_eval,False,p30_upper_bound_below_threshold,0.10199937519525148,50.78040202420994,25.018248627254977,0.0,1947.0,1947.0,-0.8480006248047485
P30_ge_0.95,1620,36,45,35,50.0,0.0,0.999115,0.974129,communication_eval,False,p30_upper_bound_below_threshold,0.10606060606060606,49.32975123655814,24.93347767198591,0.0,1999.0,1999.0,-0.8439393939393939
P30_ge_0.95,1620,36,45,35,50.0,6.0,0.99911,0.974116,communication_eval,False,p30_upper_bound_below_threshold,0.10199937519525148,59.39261242105518,25.033513316152575,0.0,1947.0,1947.0,-0.8480006248047485
P30_ge_0.95,1640,40,41,34,50.25,0.0,1.0,0.993529,communication_eval,False,p30_upper_bound_below_threshold,0.11066854108091222,64.6835007498763,26.080837039497872,0.0,2058.0,2058.0,-0.8393314589190878
P30_ge_0.95,1640,40,41,34,50.25,4.39,1.0,0.993524,communication_eval,False,p30_upper_bound_below_threshold,0.11066854108091222,64.75192473093051,25.975722986680974,0.0,2058.0,2058.0,-0.8393314589190878
P30_ge_0.95,1640,40,41,34,49.75,4.39,1.0,0.993489,communication_eval,False,p30_upper_bound_below_threshold,0.10067166510465479,60.205497484202745,26.315909297642587,0.0,1930.0,1930.0,-0.8493283348953452
P30_ge_0.95,1640,40,41,32,50.25,6.585,0.999957,0.993481,communication_eval,False,p30_upper_bound_below_threshold,0.07630427991252733,59.70933519523113,29.411769148062874,0.0,1618.0,1618.0,-0.8736957200874726
P30_ge_0.95,1640,40,41,34,50.25,6.585,0.999995,0.993439,communication_eval,False,p30_upper_bound_below_threshold,0.11324586066854109,79.98325771054394,25.92861999255421,0.0,2091.0,2091.0,-0.8367541393314588
P30_ge_0.95,1640,40,41,34,49.75,0.0,1.0,0.993436,communication_eval,False,p30_upper_bound_below_threshold,0.10067166510465479,57.27031266426493,26.321765470831497,0.0,1930.0,1930.0,-0.8493283348953452
P30_ge_0.95,1640,40,41,32,50.25,0.0,0.999918,0.993388,communication_eval,False,p30_upper_bound_below_threshold,0.0795845048422368,63.83118925955986,29.372773370964097,0.0,1660.0,1660.0,-0.8704154951577632
P30_ge_0.95,1640,40,41,34,50.25,2.195,0.99999,0.993376,communication_eval,False,p30_upper_bound_below_threshold,0.10715401437050921,76.9338793929781,26.30658719038278,0.0,2013.0,2013.0,-0.8428459856294908
P30_ge_0.95,1640,40,41,32,50.25,2.195,0.999942,0.993358,communication_eval,False,p30_upper_bound_below_threshold,0.07685098406747891,63.82093671214722,29.48648732659147,0.0,1625.0,1625.0,-0.873149015932521
P30_ge_0.95,1640,40,41,34,49.75,2.195,0.999995,0.993341,communication_eval,False,p30_upper_bound_below_threshold,0.09746954076850985,70.62111428006851,26.66161032433331,0.0,1889.0,1889.0,-0.8525304592314901
P30_ge_0.95,1640,40,41,32,50.25,4.39,0.999928,0.99334,communication_eval,False,p30_upper_bound_below_threshold,0.0760699781318338,64.46421821372547,29.554599930923047,0.0,1615.0,1615.0,-0.8739300218681662
P30_ge_0.95,1640,40,41,34,49.75,6.585,1.0,0.993333,communication_eval,False,p30_upper_bound_below_threshold,0.09832864729771947,73.84788421487941,26.368920663991883,0.0,1900.0,1900.0,-0.8516713527022804
P30_ge_0.95,1640,40,41,33,50.0,2.195,1.0,0.993202,communication_eval,False,p30_upper_bound_below_threshold,0.10691971258981568,48.19176735425911,25.712531183063117,0.0,2010.0,2010.0,-0.8430802874101843
P30_ge_0.95,1640,40,41,33,50.0,0.0,1.0,0.993175,communication_eval,False,p30_upper_bound_below_threshold,0.10535770071852546,60.35701908092567,25.95979350708933,0.0,1990.0,1990.0,-0.8446422992814745
P30_ge_0.95,1640,40,41,33,50.0,4.39,1.0,0.993153,communication_eval,False,p30_upper_bound_below_threshold,0.10481099656357389,65.24482853143279,25.850895654813737,0.0,1983.0,1983.0,-0.8451890034364261
P30_ge_0.95,1640,40,41,33,50.0,6.585,1.0,0.993082,communication_eval,False,p30_upper_bound_below_threshold,0.1013745704467354,62.899521312158534,25.897281518085702,0.0,1939.0,1939.0,-0.8486254295532646
P30_ge_0.95,1640,40,41,33,50.25,2.195,1.0,0.992653,communication_eval,False,p30_upper_bound_below_threshold,0.10613870665417058,49.15311363917867,26.475748194115432,0.0,2000.0,2000.0,-0.8438612933458294
P30_ge_0.95,1640,40,41,33,50.25,0.0,1.0,0.992649,communication_eval,False,p30_upper_bound_below_threshold,0.10606060606060606,60.17608113619084,26.631316809971807,0.0,1999.0,1999.0,-0.8439393939393939
P30_ge_0.95,1640,40,41,33,50.25,4.39,1.0,0.992569,communication_eval,False,p30_upper_bound_below_threshold,0.10309278350515463,65.04922506772664,26.537308524775128,0.0,1961.0,1961.0,-0.8469072164948453
P30_ge_0.95,1640,40,41,33,50.25,6.585,1.0,0.992439,communication_eval,False,p30_upper_bound_below_threshold,0.10145267104029991,62.717714397387965,26.638937931193535,0.0,1940.0,1940.0,-0.8485473289597001
P30_ge_0.95,1640,40,41,32,49.75,4.39,1.0,0.992297,communication_eval,False,p30_upper_bound_below_threshold,0.07208684786004374,64.83622637783594,30.118763601830185,0.0,1564.0,1564.0,-0.8779131521399562
P30_ge_0.95,1640,40,41,32,49.75,0.0,0.999995,0.992241,communication_eval,False,p30_upper_bound_below_threshold,0.07216494845360824,58.41297769363439,30.027783309441883,0.0,1565.0,1565.0,-0.8778350515463917
P30_ge_0.95,1640,40,41,33,49.75,0.0,1.0,0.992237,communication_eval,False,p30_upper_bound_below_threshold,0.10691971258981568,68.93278261662616,25.360161069327123,0.0,2010.0,2010.0,-0.8430802874101843
P30_ge_0.95,1640,40,41,33,49.75,2.195,1.0,0.992153,communication_eval,False,p30_upper_bound_below_threshold,0.10723211496407373,47.55592812203751,25.1535141145065,0.0,2014.0,2014.0,-0.8427678850359263
P30_ge_0.95,1640,40,41,32,49.75,2.195,0.99999,0.992135,communication_eval,False,p30_upper_bound_below_threshold,0.07302405498281787,60.09289841999199,30.05105565061114,0.0,1576.0,1576.0,-0.8769759450171821
P30_ge_0.95,1640,40,41,33,49.75,6.585,1.0,0.992042,communication_eval,False,p30_upper_bound_below_threshold,0.10395189003436427,63.08385259072388,25.446866316420746,0.0,1972.0,1972.0,-0.8460481099656357
P30_ge_0.95,1640,40,41,33,49.75,4.39,1.0,0.992,communication_eval,False,p30_upper_bound_below_threshold,0.10535770071852546,65.44270155894013,25.338340487216506,0.0,1990.0,1990.0,-0.8446422992814745
P30_ge_0.95,1640,40,41,32,49.75,6.585,0.99999,0.991908,communication_eval,False,p30_upper_bound_below_threshold,0.07138394251796314,60.04537056071955,29.991564123314735,0.0,1555.0,1555.0,-0.8786160574820369
P30_ge_0.95,1640,40,41,39,50.0,6.585,0.99977,0.991897,communication_eval,False,p30_upper_bound_below_threshold,0.10746641674476726,67.9956728103648,25.590718725338988,0.0,2017.0,2017.0,-0.8425335832552328
P30_ge_0.95,1640,40,41,39,50.0,0.0,0.999761,0.991887,communication_eval,False,p30_upper_bound_below_threshold,0.1007497656982193,67.70559779626211,25.944333643136417,0.0,1931.0,1931.0,-0.8492502343017807
P30_ge_0.95,1640,40,41,39,50.0,4.39,0.999765,0.991886,communication_eval,False,p30_upper_bound_below_threshold,0.1062949078412996,67.6209327306719,25.72279417568787,0.0,2002.0,2002.0,-0.8437050921587004
P30_ge_0.95,1640,40,41,39,50.0,2.195,0.999785,0.991718,communication_eval,False,p30_upper_bound_below_threshold,0.10660731021555764,63.820514998728235,25.915934595840238,0.0,2006.0,2006.0,-0.8433926897844424
P30_ge_0.95,1640,40,41,33,51.0,4.39,1.0,0.991074,communication_eval,False,p30_upper_bound_below_threshold,0.08091221493283349,64.47793725968155,28.779407578171075,0.0,1677.0,1677.0,-0.8690877850671664
P30_ge_0.95,1640,40,41,33,51.0,6.585,1.0,0.991048,communication_eval,False,p30_upper_bound_below_threshold,0.08419243986254296,67.2727656184528,28.8395934743274,0.0,1719.0,1719.0,-0.865807560137457
P30_ge_0.95,1640,40,41,33,51.0,0.0,1.0,0.991045,communication_eval,False,p30_upper_bound_below_threshold,0.08716026241799438,59.39236016175253,28.79544941054564,0.0,1757.0,1757.0,-0.8628397375820056
P30_ge_0.95,1640,40,41,33,51.0,2.195,1.0,0.990863,communication_eval,False,p30_upper_bound_below_threshold,0.08723836301155889,58.98468965182952,28.77683551620441,0.0,1758.0,1758.0,-0.8627616369884411
P30_ge_0.95,1640,41,40,34,50.0,4.5,1.0,0.990483,communication_eval,False,p30_upper_bound_below_threshold,0.07513277100905967,57.68707576897061,29.881127669385403,0.0,1603.0,1603.0,-0.8748672289909403
P30_ge_0.95,1640,41,40,34,50.0,6.75,1.0,0.990469,communication_eval,False,p30_upper_bound_below_threshold,0.07450796626054358,66.73890392715536,30.185196647975893,0.0,1595.0,1595.0,-0.8754920337394564
P30_ge_0.95,1640,41,40,34,50.0,2.25,1.0,0.990449,communication_eval,False,p30_upper_bound_below_threshold,0.07388316151202749,68.5173067959861,30.11681842540183,0.0,1587.0,1587.0,-0.8761168384879725
P30_ge_0.95,1640,41,40,34,50.0,0.0,1.0,0.990448,communication_eval,False,p30_upper_bound_below_threshold,0.07731958762886598,58.83450206532861,29.818417453165978,0.0,1631.0,1631.0,-0.872680412371134
P30_ge_0.95,1640,40,41,1,50.0,2.195,1.0,0.989467,communication_eval,False,p30_upper_bound_below_threshold,0.10356138706654171,64.91707755357147,25.5967509614021,0.0,1967.0,1967.0,-0.8464386129334582
P30_ge_0.95,1640,40,41,1,50.0,4.39,1.0,0.98935,communication_eval,False,p30_upper_bound_below_threshold,0.10145267104029991,61.967792466126916,25.54358339017262,0.0,1940.0,1940.0,-0.8485473289597001
P30_ge_0.95,1640,40,41,1,50.0,0.0,1.0,0.989339,communication_eval,False,p30_upper_bound_below_threshold,0.10543580131208997,53.214928731411376,25.555798193753514,0.0,1991.0,1991.0,-0.84456419868791
P30_ge_0.95,1640,41,40,40,50.0,0.0,0.999976,0.989305,communication_eval,False,p30_upper_bound_below_threshold,0.10231177756950953,54.849666560100864,26.080463714456297,0.0,1951.0,1951.0,-0.8476882224304905
P30_ge_0.95,1640,40,41,1,50.0,6.585,1.0,0.989294,communication_eval,False,p30_upper_bound_below_threshold,0.10067166510465479,62.33464570523273,25.61644494243302,0.0,1930.0,1930.0,-0.8493283348953452
P30_ge_0.95,1640,41,40,40,50.0,6.75,0.99999,0.989269,communication_eval,False,p30_upper_bound_below_threshold,0.10660731021555764,63.85589018261349,26.082477751403815,0.0,2006.0,2006.0,-0.8433926897844424
P30_ge_0.95,1640,40,41,39,51.0,6.585,1.0,0.98926,communication_eval,False,p30_upper_bound_below_threshold,0.1175413933145892,68.53091895407424,25.33104723729616,0.0,2146.0,2146.0,-0.8324586066854107
P30_ge_0.95,1640,40,41,39,51.0,4.39,1.0,0.989191,communication_eval,False,p30_upper_bound_below_threshold,0.11426116838487972,68.2198050992975,25.543637983731713,0.0,2104.0,2104.0,-0.8357388316151202
P30_ge_0.95,1640,40,41,39,51.0,2.195,1.0,0.989142,communication_eval,False,p30_upper_bound_below_threshold,0.11785379568884724,57.023669593124716,25.29645314525762,0.0,2150.0,2150.0,-0.8321462043111527
P30_ge_0.95,1640,41,40,40,50.0,2.25,0.999986,0.989141,communication_eval,False,p30_upper_bound_below_threshold,0.10067166510465479,54.688436274183346,26.086570490904812,0.0,1930.0,1930.0,-0.8493283348953452
P30_ge_0.95,1640,40,41,39,51.0,0.0,1.0,0.989139,communication_eval,False,p30_upper_bound_below_threshold,0.10621680724773508,68.30242489571316,25.47938158839366,0.0,2001.0,2001.0,-0.8437831927522649
P30_ge_0.95,1640,41,40,40,50.0,4.5,0.999995,0.989121,communication_eval,False,p30_upper_bound_below_threshold,0.10527960012496095,58.19779321246979,26.05875888035202,0.0,1989.0,1989.0,-0.844720399875039
P30_ge_0.95,1640,41,40,1,50.0,4.5,1.0,0.98872,communication_eval,False,p30_upper_bound_below_threshold,0.1013745704467354,69.37572564439182,26.025439775745863,0.0,1939.0,1939.0,-0.8486254295532646
P30_ge_0.95,1640,41,40,1,50.0,2.25,1.0,0.988537,communication_eval,False,p30_upper_bound_below_threshold,0.10606060606060606,58.36855938745793,25.849952148075136,0.0,1999.0,1999.0,-0.8439393939393939
P30_ge_0.95,1640,41,40,1,50.0,6.75,1.0,0.98848,communication_eval,False,p30_upper_bound_below_threshold,0.10387378944079975,54.143660787077174,25.73190779310881,0.0,1971.0,1971.0,-0.8461262105592002
P30_ge_0.95,1640,41,40,1,50.0,0.0,1.0,0.988412,communication_eval,False,p30_upper_bound_below_threshold,0.10387378944079975,58.138038817701016,25.747305156298722,0.0,1971.0,1971.0,-0.8461262105592002
